TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
cs4218.impl.apps.EchoApplicationImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7777777777777778,24,15
cs4218.impl.apps.EchoApplicationImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7777777777777778,24,15
cs4218.impl.apps.EchoApplicationImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7777777777777778,24,15
